time,fuel_burn_kg_s
150.000,0.000365
151.000,0.000365
152.000,0.000365
153.000,0.000365
154.000,0.000365
155.000,0.000365
156.000,0.000365
157.000,0.000365
158.000,0.000365
159.000,0.000365
160.000,0.000365
161.000,0.000365
162.000,0.000365
163.000,0.000365
164.000,0.000365
165.000,0.000365
166.000,0.000365
167.000,0.000365
168.000,0.000365
169.000,0.000365
170.000,0.000365
171.000,0.000365
172.000,0.000365
173.000,0.000365
174.000,0.000365
175.000,0.000365
176.000,0.000365
177.000,0.000365
178.000,0.000365
179.000,0.000365
180.000,0.000365
181.000,0.000365
182.000,0.000365
183.000,0.000365
184.000,0.000365
185.000,0.000365
186.000,0.000365
187.000,0.000365
188.000,0.000365
189.000,0.000365
190.000,0.000365
191.000,0.000365
192.000,0.000365
193.000,0.000365
194.000,0.000365
195.000,0.000365
196.000,0.000365
197.000,0.000365
198.000,0.000365
199.000,0.000365
200.000,0.000365
201.000,0.000365
202.000,0.000365
203.000,0.000365
204.000,0.000365
205.000,0.000365
206.000,0.000365
207.000,0.000365
208.000,0.000365
209.000,0.000365
210.000,0.000365
211.000,0.000365
212.000,0.000365
213.000,0.000365
214.000,0.000365
215.000,0.000365
216.000,0.000365
217.000,0.000365
218.000,0.000365
219.000,0.000365
220.000,0.000365
221.000,0.000365
222.000,0.000365
223.000,0.000365
224.000,0.000365
225.000,0.000365
226.000,0.000365
227.000,0.000365
228.000,0.000365
229.000,0.000365
230.000,0.000365
231.000,0.000365
232.000,0.000365
233.000,0.000365
234.000,0.000365
235.000,0.000365
236.000,0.000365
237.000,0.000365
238.000,0.000365
239.000,0.000365
240.000,0.000365
241.000,0.000365
242.000,0.000365
243.000,0.000365
244.000,0.000365
245.000,0.000365
246.000,0.000365
247.000,0.000365
248.000,0.000365
249.000,0.000365
250.000,0.000365
251.000,0.000365
252.000,0.000365
253.000,0.000365
254.000,0.000365
255.000,0.000365
256.000,0.000365
257.000,0.000365
258.000,0.000365
259.000,0.000365
260.000,0.000365
261.000,0.000365
262.000,0.000365
263.000,0.000365
264.000,0.000365
265.000,0.000365
266.000,0.000365
267.000,0.000365
268.000,0.000365
269.000,0.000365
270.000,0.000365
271.000,0.000365
272.000,0.000365
273.000,0.000365
274.000,0.000365
275.000,0.000365
276.000,0.000365
277.000,0.000365
278.000,0.000365
279.000,0.000365
280.000,0.000365
281.000,0.000365
282.000,0.000365
283.000,0.000365
284.000,0.000365
285.000,0.000365
286.000,0.000365
287.000,0.000365
288.000,0.000365
289.000,0.000365
290.000,0.000365
291.000,0.000365
292.000,0.000365
293.000,0.000365
294.000,0.000365
295.000,0.000365
296.000,0.000365
297.000,0.000365
298.000,0.000365
299.000,0.000365
300.000,0.977346
301.000,0.977346
302.000,0.977346
303.000,0.977346
304.000,0.977346
305.000,0.977346
306.000,0.977346
307.000,0.977346
308.571,0.450269
309.571,0.450269
310.571,0.450269
311.571,0.450269
312.571,0.450269
313.571,0.450269
314.571,0.450269
315.571,0.450269
316.571,0.450269
317.571,0.450269
318.571,0.450269
319.571,0.450269
320.571,0.450269
321.571,0.450269
322.571,0.450269
323.571,0.450269
324.571,0.450269
325.571,0.450269
326.571,0.450269
327.571,0.450269
328.571,0.955168
329.571,0.955168
330.571,0.955168
331.571,0.955168
332.571,0.955168
333.571,0.955168
334.571,0.955168
335.571,0.955168
336.571,0.955168
337.571,0.955168
338.571,0.955168
339.571,0.955168
340.571,0.955168
341.571,0.955168
342.571,0.955168
343.571,0.955168
344.571,0.955168
345.571,0.955168
346.571,0.955168
347.571,0.955168
348.571,0.955168
349.571,0.955168
350.571,0.955168
351.571,0.955168
352.571,0.955168
353.571,0.955168
354.571,0.955168
355.571,0.955168
356.571,0.955168
357.571,0.955168
358.571,0.955168
359.571,0.955168
360.571,0.955168
361.571,0.955168
362.571,0.344533
363.571,0.344533
364.571,0.344533
365.571,0.344533
366.571,0.344533
367.571,0.344533
368.571,0.344533
369.571,0.344533
370.571,0.344533
371.571,0.344533
372.571,0.344533
373.571,0.344533
374.571,0.344533
375.571,0.344533
376.571,0.344533
377.571,0.344533
378.571,0.344533
379.571,0.344533
380.571,0.344533
381.571,0.344533
382.571,0.344533
383.571,0.344533
384.571,0.344533
385.571,0.344533
386.571,0.344533
387.571,0.344533
388.571,0.344533
389.571,0.344533
390.571,0.344533
391.571,0.344533
392.571,0.344533
393.571,0.344533
394.571,0.344533
395.571,0.344533
396.571,0.344533
397.571,0.344533
398.571,0.344533
399.571,0.344533
400.571,0.344533
401.571,0.344533
402.571,0.344533
403.571,0.344533
404.571,0.344533
405.571,0.344533
406.571,0.344533
407.571,0.344533
408.571,0.344533
409.571,0.344533
410.571,0.344533
411.571,0.344533
412.571,0.344533
413.571,0.344533
414.571,0.344533
415.571,0.344533
416.571,0.344533
417.571,0.344533
418.571,0.344533
419.571,0.344533
420.571,0.344533
421.571,0.344533
422.571,0.344533
423.571,0.344533
424.571,0.344533
425.571,0.344533
426.571,0.344533
427.571,0.344533
428.571,0.344533
429.571,0.344533
430.571,0.344533
431.571,0.344533
432.571,0.344533
433.571,0.344533
434.571,0.344533
435.571,0.344533
436.571,0.344533
437.571,0.344533
438.571,0.344533
439.571,0.344533
440.571,0.344533
441.571,0.344533
442.571,0.344533
443.571,0.344533
444.571,0.344533
445.571,0.344533
446.571,0.344533
447.571,0.344533
448.571,0.344533
449.571,0.344533
450.571,0.344533
451.571,0.344533
452.571,0.344533
453.571,0.344533
454.571,0.344533
455.571,0.344533
456.571,0.344533
457.571,0.344533
458.571,0.344533
459.571,0.344533
460.571,0.344533
461.571,0.344533
462.571,0.344533
463.571,0.344533
464.571,0.344533
465.571,0.344533
466.571,0.344533
467.571,0.344533
468.571,0.344533
469.571,0.344533
470.571,0.344533
471.571,0.344533
472.571,0.344533
473.571,0.344533
474.571,0.344533
475.571,0.344533
476.571,0.344533
477.571,0.344533
478.571,0.344533
479.571,0.344533
480.571,0.344533
481.571,0.344533
482.571,0.344533
483.571,0.344533
484.571,0.344533
485.571,0.344533
486.571,0.344533
487.571,0.344533
488.571,0.344533
489.571,0.344533
490.571,0.344533
491.571,0.344533
492.571,0.344533
493.571,0.344533
494.571,0.344533
495.571,0.344533
496.571,0.344533
497.571,0.344533
498.571,0.344533
499.571,0.344533
500.571,0.344533
501.571,0.344533
502.571,0.344533
503.571,0.344533
504.571,0.344533
505.571,0.344533
506.571,0.344533
507.571,0.344533
508.571,0.344533
509.571,0.344533
510.571,0.344533
511.571,0.344533
512.571,0.344533
513.571,0.344533
514.571,0.344533
515.571,0.344533
516.571,0.344533
517.571,0.344533
518.571,0.344533
519.571,0.344533
520.571,0.344533
521.571,0.344533
522.571,0.344533
523.571,0.344533
524.571,0.344533
525.571,0.344533
526.571,0.344533
527.571,0.344533
528.571,0.344533
529.571,0.344533
530.571,0.344533
531.571,0.344533
532.571,0.344533
533.571,0.344533
534.571,0.344533
535.571,0.344533
536.571,0.344533
537.571,0.344533
538.571,0.344533
539.571,0.344533
540.571,0.344533
541.571,0.344533
542.571,0.344533
543.571,0.344533
544.571,0.344533
545.571,0.344533
546.571,0.344533
547.571,0.344533
548.571,0.344533
549.571,0.344533
550.571,0.344533
551.571,0.344533
552.571,0.344533
553.571,0.344533
554.571,0.344533
555.571,0.344533
556.571,0.344533
557.571,0.344533
558.571,0.344533
559.571,0.344533
560.571,0.344533
561.571,0.344533
562.571,0.344533
563.571,0.344533
564.571,0.344533
565.571,0.344533
566.571,0.344533
567.571,0.344533
568.571,0.344533
569.571,0.344533
570.571,0.344533
571.571,0.344533
572.571,0.344533
573.571,0.344533
574.571,0.344533
575.571,0.344533
576.571,0.344533
577.571,0.344533
578.571,0.344533
579.571,0.344533
580.571,0.344533
581.571,0.344533
582.571,0.344533
583.571,0.344533
584.571,0.344533
585.571,0.344533
586.571,0.344533
587.571,0.344533
588.571,0.344533
589.571,0.344533
590.571,0.344533
591.571,0.344533
592.571,0.344533
593.571,0.344533
594.571,0.344533
595.571,0.344533
596.571,0.344533
597.571,0.344533
598.571,0.344533
599.571,0.344533
600.571,0.344533
601.571,0.344533
602.571,0.344533
603.571,0.344533
604.571,0.344533
605.571,0.344533
606.571,0.344533
607.571,0.344533
608.571,0.344533
609.571,0.344533
610.571,0.344533
611.571,0.344533
612.571,0.344533
613.571,0.344533
614.571,0.344533
615.571,0.344533
616.571,0.344533
617.571,0.344533
618.571,0.344533
619.571,0.344533
620.571,0.344533
621.571,0.344533
622.571,0.344533
623.571,0.344533
624.571,0.344533
625.571,0.344533
626.571,0.344533
627.571,0.344533
628.571,0.344533
629.571,0.344533
630.571,0.344533
631.571,0.344533
632.571,0.344533
633.571,0.344533
634.571,0.344533
635.571,0.344533
636.571,0.344533
637.571,0.344533
638.571,0.344533
639.571,0.344533
640.571,0.344533
641.571,0.344533
642.571,0.344533
643.571,0.344533
644.571,0.344533
645.571,0.344533
646.571,0.344533
647.571,0.344533
648.571,0.344533
649.571,0.344533
650.571,0.344533
651.571,0.344533
652.571,0.344533
653.571,0.344533
654.571,0.344533
655.571,0.344533
656.571,0.344533
657.571,0.344533
658.571,0.344533
659.571,0.344533
660.571,0.344533
661.571,0.344533
662.571,0.344533
663.571,0.344533
664.571,0.344533
665.571,0.344533
666.571,0.344533
667.571,0.344533
668.571,0.344533
669.571,0.344533
670.571,0.344533
671.571,0.344533
672.571,0.344533
673.571,0.344533
674.571,0.344533
675.571,0.344533
676.571,0.344533
677.571,0.344533
678.571,0.344533
679.571,0.344533
680.571,0.344533
681.571,0.344533
682.571,0.344533
683.571,0.344533
684.571,0.344533
685.571,0.344533
686.571,0.344533
687.571,0.344533
688.571,0.344533
689.571,0.344533
690.571,0.344533
691.571,0.344533
692.571,0.344533
693.571,0.344533
694.571,0.344533
695.571,0.344533
696.571,0.344533
697.571,0.344533
698.571,0.344533
699.571,0.344533
700.571,0.344533
701.571,0.344533
702.571,0.344533
703.571,0.344533
704.571,0.344533
705.571,0.344533
706.571,0.344533
707.571,0.344533
708.571,0.344533
709.571,0.344533
710.571,0.344533
711.571,0.344533
712.571,0.344533
713.571,0.344533
714.571,0.344533
715.571,0.344533
716.571,0.344533
717.571,0.344533
718.571,0.344533
719.571,0.344533
720.571,0.344533
721.571,0.344533
722.571,0.344533
723.571,0.344533
724.571,0.344533
725.571,0.344533
726.571,0.344533
727.571,0.344533
728.571,0.344533
729.571,0.344533
730.571,0.344533
731.571,0.344533
732.571,0.344533
733.571,0.344533
734.571,0.344533
735.571,0.344533
736.571,0.344533
737.571,0.344533
738.571,0.344533
739.571,0.344533
740.571,0.344533
741.571,0.344533
742.571,0.344533
743.571,0.344533
744.571,0.344533
745.571,0.344533
746.571,0.344533
747.571,0.344533
748.571,0.344533
749.571,0.344533
750.571,0.344533
751.571,0.344533
752.571,0.344533
753.571,0.344533
754.571,0.344533
755.571,0.344533
756.571,0.344533
757.571,0.344533
758.571,0.344533
759.571,0.344533
760.571,0.344533
761.571,0.344533
762.571,0.344533
763.571,0.344533
764.571,0.344533
765.571,0.344533
766.571,0.344533
767.571,0.344533
768.571,0.344533
769.571,0.344533
770.571,0.344533
771.571,0.344533
772.571,0.344533
773.571,0.344533
774.571,0.344533
775.571,0.344533
776.571,0.344533
777.571,0.344533
778.571,0.344533
779.571,0.344533
780.571,0.344533
781.571,0.344533
782.571,0.344533
783.571,0.344533
784.571,0.344533
785.571,0.344533
786.571,0.344533
787.571,0.344533
788.571,0.344533
789.571,0.344533
790.571,0.344533
791.571,0.344533
792.571,0.344533
793.571,0.344533
794.571,0.344533
795.571,0.344533
796.571,0.344533
797.571,0.344533
798.571,0.344533
799.571,0.344533
800.571,0.344533
801.571,0.344533
802.571,0.344533
803.571,0.344533
804.571,0.344533
805.571,0.344533
806.571,0.344533
807.571,0.344533
808.571,0.344533
809.571,0.344533
810.571,0.344533
811.571,0.344533
812.571,0.344533
813.571,0.344533
814.571,0.344533
815.571,0.344533
816.571,0.344533
817.571,0.344533
818.571,0.344533
819.571,0.344533
820.571,0.344533
821.571,0.344533
822.571,0.344533
823.571,0.344533
824.571,0.344533
825.571,0.344533
826.571,0.344533
827.571,0.344533
828.571,0.344533
829.571,0.344533
830.571,0.344533
831.571,0.344533
832.571,0.344533
833.571,0.344533
834.571,0.344533
835.571,0.344533
836.571,0.344533
837.571,0.344533
838.571,0.344533
839.571,0.344533
840.571,0.344533
841.571,0.344533
842.571,0.344533
843.571,0.344533
844.571,0.344533
845.571,0.344533
846.571,0.344533
847.571,0.344533
848.571,0.344533
849.571,0.344533
850.571,0.344533
851.571,0.344533
852.571,0.344533
853.571,0.344533
854.571,0.344533
855.571,0.344533
856.571,0.344533
857.571,0.344533
858.571,0.344533
859.571,0.344533
860.571,0.344533
861.571,0.344533
862.571,0.344533
863.571,0.344533
864.571,0.344533
865.571,0.344533
866.571,0.344533
867.571,0.344533
868.571,0.344533
869.571,0.344533
870.571,0.344533
871.571,0.344533
872.571,0.344533
873.571,0.344533
874.571,0.344533
875.571,0.344533
876.571,0.344533
877.571,0.344533
878.571,0.344533
879.571,0.344533
880.571,0.344533
881.571,0.344533
882.571,0.344533
883.571,0.344533
884.571,0.344533
885.571,0.344533
886.571,0.344533
887.571,0.344533
888.571,0.344533
889.571,0.344533
890.571,0.344533
891.571,0.344533
892.571,0.344533
893.571,0.344533
894.571,0.344533
895.571,0.344533
896.571,0.344533
897.571,0.344533
898.571,0.344533
899.571,0.344533
900.571,0.344533
901.571,0.344533
902.571,0.344533
903.571,0.344533
904.571,0.344533
905.571,0.344533
906.571,0.344533
907.571,0.344533
908.571,0.344533
909.571,0.344533
910.571,0.344533
911.571,0.344533
912.571,0.344533
913.571,0.344533
914.571,0.344533
915.571,0.344533
916.571,0.344533
917.571,0.344533
918.571,0.344533
919.571,0.344533
920.571,0.344533
921.571,0.344533
922.571,0.344533
923.571,0.344533
924.571,0.344533
925.571,0.344533
926.571,0.344533
927.571,0.344533
928.571,0.344533
929.571,0.344533
930.571,0.344533
931.571,0.344533
932.571,0.344533
933.571,0.344533
934.571,0.344533
935.571,0.344533
936.571,0.344533
937.571,0.344533
938.571,0.344533
939.571,0.344533
940.571,0.344533
941.571,0.344533
942.571,0.344533
943.571,0.344533
944.571,0.344533
945.571,0.344533
946.571,0.344533
947.571,0.344533
948.571,0.344533
949.571,0.344533
950.571,0.344533
951.571,0.344533
952.571,0.344533
953.571,0.344533
954.571,0.344533
955.571,0.344533
956.571,0.344533
957.571,0.344533
958.571,0.344533
959.571,0.344533
960.571,0.344533
961.571,0.344533
962.571,0.344533
963.571,0.344533
964.571,0.344533
965.571,0.344533
966.571,0.344533
967.571,0.344533
968.571,0.344533
969.571,0.344533
970.571,0.344533
971.571,0.344533
972.571,0.344533
973.571,0.344533
974.571,0.344533
975.571,0.344533
976.571,0.344533
977.571,0.344533
978.571,0.344533
979.571,0.344533
980.571,0.344533
981.571,0.344533
982.571,0.344533
983.571,0.344533
984.571,0.344533
985.571,0.344533
986.571,0.344533
987.571,0.344533
988.571,0.344533
989.571,0.344533
990.571,0.344533
991.571,0.344533
992.571,0.344533
993.571,0.344533
994.571,0.344533
995.571,0.344533
996.571,0.344533
997.571,0.344533
998.571,0.344533
999.571,0.344533
1000.571,0.344533
1001.571,0.344533
1002.571,0.344533
1003.571,0.344533
1004.571,0.344533
1005.571,0.344533
1006.571,0.344533
1007.571,0.344533
1008.571,0.344533
1009.571,0.344533
1010.571,0.344533
1011.571,0.344533
1012.571,0.344533
1013.571,0.344533
1014.571,0.344533
1015.571,0.344533
1016.571,0.344533
1017.571,0.344533
1018.571,0.344533
1019.571,0.344533
1020.571,0.344533
1021.571,0.344533
1022.571,0.344533
1023.571,0.344533
1024.571,0.344533
1025.571,0.344533
1026.571,0.344533
1027.571,0.344533
1028.571,0.344533
1029.571,0.344533
1030.571,0.344533
1031.571,0.344533
1032.571,0.344533
1033.571,0.344533
1034.571,0.344533
1035.571,0.344533
1036.571,0.344533
1037.571,0.344533
1038.571,0.344533
1039.571,0.344533
1040.571,0.344533
1041.571,0.344533
1042.571,0.344533
1043.571,0.344533
1044.571,0.344533
1045.571,0.344533
1046.571,0.344533
1047.571,0.344533
1048.571,0.344533
1049.571,0.344533
1050.571,0.344533
1051.571,0.344533
1052.571,0.344533
1053.571,0.344533
1054.571,0.344533
1055.571,0.344533
1056.571,0.344533
1057.571,0.344533
1058.571,0.344533
1059.571,0.344533
1060.571,0.344533
1061.571,0.344533
1062.571,0.344533
1063.571,0.344533
1064.571,0.344533
1065.571,0.344533
1066.571,0.344533
1067.571,0.344533
1068.571,0.344533
1069.571,0.344533
1070.571,0.344533
1071.571,0.344533
1072.571,0.344533
1073.571,0.344533
1074.571,0.344533
1075.571,0.344533
1076.571,0.344533
1077.571,0.344533
1078.571,0.344533
1079.571,0.344533
1080.571,0.344533
1081.571,0.344533
1082.571,0.344533
1083.571,0.344533
1084.571,0.344533
1085.571,0.344533
1086.571,0.344533
1087.571,0.344533
1088.571,0.344533
1089.571,0.344533
1090.571,0.344533
1091.571,0.344533
1092.571,0.344533
1093.571,0.344533
1094.571,0.344533
1095.571,0.344533
1096.571,0.344533
1097.571,0.344533
1098.571,0.344533
1099.571,0.344533
1100.571,0.344533
1101.571,0.344533
1102.571,0.344533
1103.571,0.344533
1104.571,0.344533
1105.571,0.344533
1106.571,0.344533
1107.571,0.344533
1108.571,0.344533
1109.571,0.344533
1110.571,0.344533
1111.571,0.344533
1112.571,0.344533
1113.571,0.344533
1114.571,0.344533
1115.571,0.344533
1116.571,0.344533
1117.571,0.344533
1118.571,0.344533
1119.571,0.344533
1120.571,0.344533
1121.571,0.344533
1122.571,0.344533
1123.571,0.344533
1124.571,0.344533
1125.571,0.344533
1126.571,0.344533
1127.571,0.344533
1128.571,0.344533
1129.571,0.344533
1130.571,0.344533
1131.571,0.344533
1132.571,0.344533
1133.571,0.344533
1134.571,0.344533
1135.571,0.344533
1136.571,0.344533
1137.571,0.344533
1138.571,0.344533
1139.571,0.344533
1140.571,0.344533
1141.571,0.344533
1142.571,0.344533
1143.571,0.344533
1144.571,0.344533
1145.571,0.344533
1146.571,0.344533
1147.571,0.344533
1148.571,0.344533
1149.571,0.344533
1150.571,0.344533
1151.571,0.344533
1152.571,0.344533
1153.571,0.344533
1154.571,0.344533
1155.571,0.344533
1156.571,0.344533
1157.571,0.344533
1158.571,0.344533
1159.571,0.344533
1160.571,0.344533
1161.571,0.344533
1162.571,0.344533
1163.571,0.344533
1164.571,0.344533
1165.571,0.344533
1166.571,0.344533
1167.571,0.344533
1168.571,0.344533
1169.571,0.344533
1170.571,0.344533
1171.571,0.344533
1172.571,0.344533
1173.571,0.344533
1174.571,0.344533
1175.571,0.344533
1176.571,0.344533
1177.571,0.344533
1178.571,0.344533
1179.571,0.344533
1180.571,0.344533
1181.571,0.344533
1182.571,0.344533
1183.571,0.344533
1184.571,0.344533
1185.571,0.344533
1186.571,0.344533
1187.571,0.344533
1188.571,0.344533
1189.571,0.344533
1190.571,0.344533
1191.571,0.344533
1192.571,0.344533
1193.571,0.344533
1194.571,0.344533
1195.571,0.344533
1196.571,0.344533
1197.571,0.344533
1198.571,0.344533
1199.571,0.344533
1200.571,0.344533
1201.571,0.344533
1202.571,0.344533
1203.571,0.344533
1204.571,0.344533
1205.571,0.344533
1206.571,0.344533
1207.571,0.344533
1208.571,0.344533
1209.571,0.344533
1210.571,0.344533
1211.571,0.344533
1212.571,0.344533
1213.571,0.344533
1214.571,0.344533
1215.571,0.344533
1216.571,0.344533
1217.571,0.344533
1218.571,0.344533
1219.571,0.344533
1220.571,0.344533
1221.571,0.344533
1222.571,0.344533
1223.571,0.344533
1224.571,0.344533
1225.571,0.344533
1226.571,0.344533
1227.571,0.344533
1228.571,0.344533
1229.571,0.344533
1230.571,0.344533
1231.571,0.344533
1232.571,0.344533
1233.571,0.344533
1234.571,0.344533
1235.571,0.344533
1236.571,0.344533
1237.571,0.344533
1238.571,0.344533
1239.571,0.344533
1240.571,0.344533
1241.571,0.344533
1242.571,0.344533
1243.571,0.344533
1244.571,0.344533
1245.571,0.344533
1246.571,0.344533
1247.571,0.344533
1248.571,0.344533
1249.571,0.344533
1250.571,0.344533
1251.571,0.344533
1252.571,0.344533
1253.571,0.344533
1254.571,0.344533
1255.571,0.344533
1256.571,0.344533
1257.571,0.344533
1258.571,0.344533
1259.571,0.344533
1260.571,0.344533
1261.571,0.344533
1262.571,0.344533
1263.571,0.344533
1264.571,0.344533
1265.571,0.344533
1266.571,0.344533
1267.571,0.344533
1268.571,0.344533
1269.571,0.344533
1270.571,0.344533
1271.571,0.344533
1272.571,0.344533
1273.571,0.344533
1274.571,0.344533
1275.571,0.344533
1276.571,0.344533
1277.571,0.344533
1278.571,0.344533
1279.571,0.344533
1280.571,0.344533
1281.571,0.344533
1282.571,0.344533
1283.571,0.344533
1284.571,0.344533
1285.571,0.344533
1286.571,0.344533
1287.571,0.344533
1288.571,0.344533
1289.571,0.344533
1290.571,0.344533
1291.571,0.344533
1292.571,0.344533
1293.571,0.344533
1294.571,0.344533
1295.571,0.344533
1296.571,0.344533
1297.571,0.344533
1298.571,0.344533
1299.571,0.344533
1300.571,0.344533
1301.571,0.344533
1302.571,0.344533
1303.571,0.344533
1304.571,0.344533
1305.571,0.344533
1306.571,0.344533
1307.571,0.344533
1308.571,0.344533
1309.571,0.344533
1310.571,0.344533
1311.571,0.344533
1312.571,0.344533
1313.571,0.344533
1314.571,0.344533
1315.571,0.344533
1316.571,0.344533
1317.571,0.344533
1318.571,0.344533
1319.571,0.344533
1320.571,0.344533
1321.571,0.344533
1322.571,0.344533
1323.571,0.344533
1324.571,0.344533
1325.571,0.344533
1326.571,0.344533
1327.571,0.344533
1328.571,0.344533
1329.571,0.344533
1330.571,0.344533
1331.571,0.344533
1332.571,0.344533
1333.571,0.344533
1334.571,0.344533
1335.571,0.344533
1336.571,0.344533
1337.571,0.344533
1338.571,0.344533
1339.571,0.344533
1340.571,0.344533
1341.571,0.344533
1342.571,0.344533
1343.571,0.344533
1344.571,0.344533
1345.571,0.344533
1346.571,0.344533
1347.571,0.344533
1348.571,0.344533
1349.571,0.344533
1350.571,0.344533
1351.571,0.344533
1352.571,0.344533
1353.571,0.344533
1354.571,0.344533
1355.571,0.344533
1356.571,0.344533
1357.571,0.344533
1358.571,0.344533
1359.571,0.344533
1360.571,0.344533
1361.571,0.344533
1362.571,0.030245
1363.571,0.030245
1364.571,0.030245
1365.571,0.030245
1366.571,0.030245
1367.571,0.030245
1368.571,0.030245
1369.571,0.030245
1370.571,0.030245
1371.571,0.030245
1372.571,0.030245
1373.571,0.030245
1374.571,0.030245
1375.571,0.030245
1376.571,0.030245
1377.571,0.030245
1378.571,0.030245
1379.571,0.030245
1380.571,0.030245
1381.571,0.030245
1382.571,0.030245
1383.571,0.030245
1384.571,0.030245
1385.571,0.030245
1386.571,0.030245
1387.571,0.030245
1388.571,0.030245
1389.571,0.030245
1390.571,0.030245
1391.571,0.030245
1392.571,0.030245
1393.571,0.030245
1394.571,0.030245
1395.571,0.030245
1396.571,0.007467
1397.571,0.007467
1398.571,0.007467
1399.571,0.007467
1400.571,0.007467
1401.571,0.007467
1402.571,0.007467
1403.571,0.007467
1404.571,0.007467
1405.571,0.007467
1406.571,0.007467
1407.571,0.007467
1408.571,0.007467
1409.571,0.007467
1410.571,0.007467
1411.571,0.007467
1412.571,0.007467
1413.571,0.007467
1414.571,0.007467
1415.571,0.007467
1416.571,0.340151
1417.571,0.340151
1418.571,0.340151
1419.571,0.340151
1420.571,0.340151
1421.571,0.340151
1422.571,0.340151
1423.571,0.340151
1425.142,0.000188
1426.142,0.000188
1427.142,0.000188
1428.142,0.000188
1429.142,0.000188
1430.142,0.000188
1431.142,0.000188
1432.142,0.000188
1433.142,0.000188
1434.142,0.000188
1435.142,0.000188
1436.142,0.000188
1437.142,0.000188
1438.142,0.000188
1439.142,0.000188
1440.142,0.000188
1441.142,0.000188
1442.142,0.000188
1443.142,0.000188
1444.142,0.000188
1445.142,0.000188
1446.142,0.000188
1447.142,0.000188
1448.142,0.000188
1449.142,0.000188
1450.142,0.000188
1451.142,0.000188
1452.142,0.000188
1453.142,0.000188
1454.142,0.000188
1455.142,0.000188
1456.142,0.000188
1457.142,0.000188
1458.142,0.000188
1459.142,0.000188
1460.142,0.000188
1461.142,0.000188
1462.142,0.000188
1463.142,0.000188
1464.142,0.000188
1465.142,0.000188
1466.142,0.000188
1467.142,0.000188
1468.142,0.000188
1469.142,0.000188
1470.142,0.000188
1471.142,0.000188
1472.142,0.000188
1473.142,0.000188
1474.142,0.000188
1475.142,0.000188
1476.142,0.000188
1477.142,0.000188
1478.142,0.000188
1479.142,0.000188
1480.142,0.000188
1481.142,0.000188
1482.142,0.000188
1483.142,0.000188
1484.142,0.000188
1485.142,0.000188
1486.142,0.000188
1487.142,0.000188
1488.142,0.000188
1489.142,0.000188
1490.142,0.000188
1491.142,0.000188
1492.142,0.000188
1493.142,0.000188
1494.142,0.000188
1495.142,0.000188
1496.142,0.000188
1497.142,0.000188
